athlete_id,name,matched_university
78834,Larry Myricks,Mississippi College
5349,Rebecca Lobo,University of Connecticut
78580,Harry Huff,University of Kansas
69249,Allan Lindsay,Andrews University
79724,Hugo Friend,University of Chicago
79220,Stanley Wudyka,University of Pennsylvania
86503,Jeff Hastings,Williams College
78976,Albert Rose,University of Pennsylvania
69263,Bernard Lucas,Bowdoin College
44699,Jack Johnson,Ball State University
95595,John Morton,Middlebury College
51160,Marilyn Ramenofsky,Pomona College
87252,Wilbert Hurst-Brown,Lincoln College
78816,Edwin Moses,Morehouse College
50969,Brenda Borgh,University of Florida
82206,Martha Rockwell,Bennington College
77846,Pam Greene,Colorado College
78654,Dan Kinsey,Earlham College
921576,Ruth Miller,Otis College of Art and Design
14675,Jack Hartman,San Jose State University
902398,Charles Nagy,University of Connecticut
23675,Jim Carpenter,Stevens Institute of Technology
74357,Peter Snell,Washington State University
110158,Shawn Rojeski,Bemidji State University
84762,Dave Christian,University of North Dakota
76908,Chris Brathwaite,University of Oregon
44591,Pat Spurgin,Murray State University
60644,Jason Gleasman,Syracuse University
27769,Erhardt Kapp,University of Connecticut
87785,Paul Kariya,University of Maine
96768,Bill Reichart,University of North Dakota
82008,Alison Owen-Spencer,Methodist University
701768,Hughes Cauffman,University of Pennsylvania
902483,Bob Wood,Rensselaer Polytechnic Institute
11647,Frederic Bontecou,Brown University
110,James Parke,Trinity College
902383,Ken Lowe,Villanova University
60804,Walter Wright,Cornell University
79049,Henry Slack,University of Chicago
6083,Billy Evans,University of Kentucky
78629,Tom Jones,Lincoln University
96706,John Rainforth,Emmanuel College
56975,Tony Garcy,The University of Texas at El Paso
11121,John Lysak,Springfield College
53282,Craig Buck,Pepperdine University
85462,Jamil El-Reedy,Unity College
51096,Bernice Lapp,New York University
902409,Hubert Shaw,Bowdoin College
80940,Dorcas DenHartog-Wonsavage,Middlebury College
64724,John Landy,University of New England
86528,Richard Healey,Dakota State University
78358,Vic Dyrgall,University of Idaho
100454,Alana Blahoski,Providence College
6341,Wally Jones,University of Kentucky
87116,Veronica Campbell-Brown,University of Arkansas
40821,Harry Parker,University of Pennsylvania
78862,Billy Olson,Abilene Christian University
32933,Laurie Fellner,University of Kansas
51514,Craig Oppel,Drake University
40483,Anne Martin,Smith College
100455,Lisa Brown-Miller,Providence College
23706,Paul Friedberg,University of Pennsylvania
53241,Laurel Kessel,San Diego State University
27757,Erik Imler,Belmont Abbey College
902415,Ken Suarez,Florida State University
66054,Charlie Francis,Stanford University
100838,Richard Jessup,Princeton University
2244,Henry Richardson,New York University
33431,Kevin Asano,San Jose State University
78376,Mark Enyeart,Utah State University
20365,Marcia Pankratz,University of Iowa
100453,Laurie Baker,Providence College
78628,Lou Jones,Manhattan College
60759,Andy Seras,Sacred Heart University
78233,Don Clary,University of Oregon
20427,Sandy Sims,University of Pennsylvania
902321,George Redlein,Syracuse University
112404,Pete Reed,University of the West
20357,Diane Madl,Providence College
17932,Arthur Page,Magdalen College
95651,Jim Murray,The University of Montana
11163,Wick Walker,Dartmouth College
11051,Ann Turner,The University of Montana
921779,Jens Larson,Dartmouth College
78818,Frank Mount Pleasant,University of Pennsylvania
2302136,Arthur Donkin,Magdalen College
27700,Chico Borja,New Jersey Institute of Technology
51211,Jane Swagerty,University of the Pacific
23678,Dean Cetrulo,Seton Hall University
78577,Leonard Howe,Yale University
40447,Shannon Day,Duke University
78990,George Saling,University of Iowa
902521,Kathy Horvath,University of Pennsylvania
32925,Kim Clarke,American InterContinental University
51131,Marcia Morey,Reed College
79207,Mark Witherspoon,Abilene Christian University
44661,Rod Fitz-Randolph,University of South Florida
892097,Fred Eberhardt,Kansas Wesleyan University
56056,Mohammad Hassan Rahnavardi,Johns Hopkins University
85002,Larry Damon,University of Vermont
40870,Peter Sharis,Vanderbilt University
16837,Marc Thompson,Kansas State University
5546,Lynette Woodard,University of Kansas
18709,Percy Allman-Smith,Trinity College
78525,Jeff Hartwig,Unity College
51316,George DiCarlo,University of Florida
53319,Jon Stanley,Brigham Young University
50999,Iris Cummings,Harvey Mudd College
40815,Ted Nash,Boston University
5618,Willie Anderson,University of Georgia
902456,William Kegan,Johns Hopkins University
53233,Lou Sara Galloway,University of Kansas
85003,Ty Danco,University of Vermont
900810,George Willett,Boston University
87629,Randy Jones,Duke University
77836,Jean Gaertner,Whittier College
3242,Braden Looper,Wichita State University
921594,Alfred Poor,University of Pennsylvania
84209,Luke Bodensteiner,University of Utah
79052,Calvin Smith,University of Florida
110251,Gina Kingsbury,Lawrence University
51285,John Calhoun,University of Florida
17991,Henry Leaf,Trinity College
18185,Frank Newton,George Washington University
53253,Gail O'Rourke,Unity College
6559,Ray Lumpp,New York University
78566,Frank Holmes,University of Chicago
21019,Debra Waples,Portland State University
77963,Jarvis Scott,Texas Tech University
51360,Dave Gillanders,Kansas State University
78833,Ed Myers,Dartmouth College
23733,Marty Lang,New York University
84921,Bob Crowley,Clarkson College
79230,Larry Young,Columbia College
82362,Carrie Sheinberg,University of Utah
20424,John Renwick,Trinity College
920509,Alexander Scott,The School of Architecture
95617,Dick Movitz,University of Utah
78542,Randy Heisler,Ball State University
13100,Alison Dunlap,Colorado College
20421,Leonard O'Brien,Williams College
79114,Robert Taylor,Texas Southern University
95852,Nathaniel Niles,Harvard University
22685,Aldo Masciotta,National University
78166,Ed Broxterman,Kansas State University
921547,Charles Klauder,University of Pennsylvania
95323,Dan McKinnon,University of North Dakota
78933,Ed Red,Brigham Young University
78141,Keith Brantly,University of Florida
921470,Tolles Chamberlin,University of Southern California
51373,Matt Gribble,University of Miami
45801,Allison Higson,Stanford University
902350,Chuck Dobson,University of Kansas
37265,Robert Collins,Trinity College
32985,Tom Hardiman,Canisius College
86144,Scott Gordon,Boston College
78401,Ken Flax,University of Oregon
102082,Tammy Lee Shewchuk,Harvard University
40470,Anne Kakela,University of Pennsylvania
40922,Greg Walker,Wayne State University
8760,Ray Russell,University of Nebraska at Omaha
22201,Roger Tredgold,Trinity College
97802,Kurt Stein,Unity College
102646,Abby Wambach,University of Florida
51319,Gary Dilley,Michigan State University
2792,Todd Sweeris,University of Mary
54958,Chris Oeding,Unity College
53232,Laurie Flachmeier,Santa Clara University
80600,Ann Battelle,Middlebury College
921561,George Luks,Pennsylvania Academy of the Fine Arts
20404,Manzar Iqbal,University of Pennsylvania
891538,Mike Sweeney,Yale University
6263,Hersey Hawkins,Bradley University
51482,Tim McKee,University of Florida
21113,Greg Benko,Wayne State University
921552,Charles Downing Lay,The School of Architecture
81705,Susan Long,Middlebury College
902388,John Marzano,Temple University
98211,Tim Tetreault,University of Vermont
54892,Harry Bisbey,University of Southern California
45765,Debbie Clarke,Eastern University
78039,Jon Anderson,Cornell University
70936,Jen Allred,University of North Florida
102080,Cherie Piper,Dartmouth College
65953,Laslo Babits,Washington State University
78119,Clyde Blair,University of Chicago
5915,Krešimir Ćosić,Brigham Young University
23660,Robert Blum,New York University
83,Clement Cazalet,Trinity College
82434,Elisa Spitz,Widener University
36052,Emma Robinson,Trinity University
21509,Manuel Díaz,Harvard University
51093,Susan Laird,Temple University
96449,Robert Pipkins,Drexel University
77915,Jan Merrill,Mitchell College
78780,Austin Menaul,University of Chicago
77785,Nicole Carroll,Unity College
84499,"Wellington Burtnett, Jr.",Boston College
32934,Carmen Forest,Bethany College
34046,Tommy Martin,San Jose State University
51029,Diane Giebel,Gonzaga University
60754,Henk Schenk,Oregon State University
29297,Marie Walther,Unity College
11137,Russ Nichols,Colgate University
35147,Dean Glenesk,George Washington University
83044,Debbi Wilkes,York University
51282,Greg Burgess,University of Florida
95475,Bob Minton,Dartmouth College
78866,Eddie O'Toole,Manhattan College
22123,Geoffrey Doyne,Trinity College
40759,George Loveless,University of Pennsylvania
66495,Zhou Changxing,Eastern University
56956,John Bergman,San Francisco State University
78134,Chet Bowman,Syracuse University
60798,Dick Wilson,University of Toledo
77874,Nell Jackson,Springfield College
51083,Micki King,University of Kentucky
892512,Frank Aydelotte,Swarthmore College
14637,Matt Hamon,The University of Montana
22601,Valentino Argento,Lehigh University
91975,Craig Lussi,University of Denver
78310,Dan Dean,University of Pennsylvania
40654,Glenn Florio,Fordham University
921242,Aleksander Szniolis,Harvard University
37239,Edgar Burgess,Magdalen College
51188,Patience Sherman,Elmira College
20405,Steve Jennings,University of Mary
20359,Kathy McGahey,Temple University
40858,Zeke Sanborn,Beloit College
6638,Frank McCabe,Marquette University
83496,Kevin Ahearn,Boston College
44773,Walter Stokes,George Washington University
11154,Chris Spelius,University of Utah
902347,Al Closter,Iowa State University
40459,Judy Geer,Smith College
57008,Thanh Nguyen,San Francisco State University
5175,Daedra Charles,Auburn University
78412,Bob Fowler,Williams College
6076,Fereidoun Esfandiary,The New School
78774,Lee McNeill,Carolina University
11471,Ann Sutton,University of Kentucky
921462,Archibald Brown,Dartmouth College
31451,Kurt Thomas,Indiana State University
51081,Patty Kempner,University of Arizona
65037,Norris Stubbs,Grinnell College
78719,Mark Lutz,University of Kansas
82470,Nikki Stone,University of Utah
51617,Dave Wilson,Southern Methodist University
23717,Gene Hámori,University of Pennsylvania
40651,Jon Fish,University of Pennsylvania
78937,Reuben Reina,University of Arkansas
85689,Peter Ferraro,University of Maine
2302138,Geoffrey Goddard,Trinity College
40605,George Dahm,University of Pennsylvania
79201,Clement Wilson,Coe College
78161,Hal Brown,Williams College
101654,Vonetta Flowers,The University of Alabama
44655,Ed Etzel,West Virginia University
77804,Paula Deubel,Springfield College
69132,Dave Hemery,Boston University
51066,Cathy Jamison,Santa Clara University
900744,Cathy Gentile,University of Southern California
51046,Erika Hansen,University of Georgia
60587,Bob Buzzard,Iowa State University
97066,Joe Sacco,Boston University
11110,Stein Jorgensen,San Diego State University
11035,Maylon Hanold,Seattle University
78466,Meredith Gourdine,Cornell University
32954,Sherry Winn,University of Charleston
11050,Lia Rousset,Wellesley College
44733,"Frank Parsons, Jr.",George Washington University
920437,Ethel Barnard,Trinity College
6116,Vern Fleming,University of Georgia
23812,Harold Van Buskirk,Rice University
35144,Jack Daniels,SUNY Cortland
78403,Forest Fletcher,Washington and Lee University
78369,Dick Emberger,Roanoke College
96088,Bob Ormsby,University of Wyoming
78520,Kenny Harrison,Kansas State University
95879,John Noah,University of North Dakota
23667,Nick Bravin,New York University
78017,Lynne Winbigler,University of Oregon
81958,Tina Noyes,New York University
78882,Mel Patton,Wichita State University
50954,Susie Atwood,Whittier College
85340,Jack Dunn,Trinity College
27818,Bill Sheppell,Seton Hall University
32963,"Peter Buehning, Jr.",Seton Hall University
66090,Sterling Hinds,University of Iowa
90279,Rebecca Giddens,Georgia State University
11076,John Eiseman,University of Mary
87467,Craig Janney,Boston College
902286,Stanley Williamson,Oklahoma City University
64475,Lisa Misipeka,University of Connecticut
100866,Yvan Delsarte,Harvard University
902457,Caleb Kelly,University of Mary
78120,Arthur J. Blake,Florida State University
902353,Mike Dunne,Bradley University
45814,Jane Kerr,University of Florida
79078,William Spencer,Mississippi State University
29275,Roxanne Pierce,Temple University
902538,Jennifer Laney,University of Tulsa
84302,John Bower,Middlebury College
78061,Jack Bacheler,University of Florida
40799,Greg Montesi,Brown University
23731,Byron Krieger,Wayne State University
56973,Ric Eaton,Unity College
95460,Jim Miller,Fort Lewis College
53304,Chris Marlowe,San Diego State University
95209,Frank Masley,Drexel University
902523,Kelly Jones,Furman University
40491,Catherine Menges,University of Pennsylvania
77892,Francie Kraker,Long Island University
37416,Guy O. Nickalls,Magdalen College
57013,Joe Pitman,Stetson University
31330,Abie Grossfeld,Southern Connecticut State University
17973,Frank Mackey,Beloit College
78501,Dave Hall,University of Chicago
78704,Blaine Lindgren,University of Utah
78798,Dennis Mitchell,University of Florida
51349,Geoff Gaberino,University of Florida
11466,Karen Stives,Manhattanville College
5603,Al Allison,Assumption University
77973,Jenny Spangler,University of Iowa
40895,Jim Storm,Pomona College
1402,Kim Maher,Southwestern Oklahoma State University
100369,Vicky Sunohara,Eastern University
8635,Harry Campbell,San Jose State University
40761,Chip Lubsen,Cornell University
8713,Pearce Lane,Michigan State University
100361,Becky Kellar,Brown University
6410,Joe Kleine,University of Arkansas
42431,Edward Tickell,Trinity College
40593,David Collins,Georgetown College
11164,Andreas Weigand,American University
85631,"Ted Farwell, Jr.",Syracuse University
32971,Vincent DiCalogero,Adelphi University
921786,"Charles Sheeler, Jr.",Pennsylvania Academy of the Fine Arts
53235,Barbie Harwerth,University of Memphis
99396,Amy Sannes,University of Utah
51149,Sue Pedersen,University of Louisville
100180,Charles Butler,Rush University
98901,Brad Werenka,Northern Michigan University
86718,Jim Holland,University of Vermont
79225,Donnell Young,Carleton College
50968,Wendy Boglioli,Monmouth College
79129,John Tillman,Hampton University
77806,Cheryl Dickey,Texas Southern University
96373,John Misha Petkevich,Harvard University
40614,Anita DeFrantz,Connecticut College
29287,Gail Sontgerath,Florida State University
78235,Pete Close,Tufts University
902469,Alan Myers,Rensselaer Polytechnic Institute
51427,Lars Jorgensen,University of Toledo
